disease,symptom,weight,info_gain
SLE,e 59 (1),0.1426,0.5038
SLE,e 58 (9),0.1655,0.4141
SLE,e 56 (2),0.1443,0.466
SLE,e 58 (8),0.1673,0.515
SLE,e 59 (0),0.1386,0.751
SLE,shortness of breath or difficulty breathing in a significant way,0.7073,10.3715
SLE,e 58 (10),0.1705,0.4175
SLE,e 56 (3),0.1475,0.4716
SLE,e 56 (8),0.1403,0.5473
SLE,feel pain - ankle(r),0.6393,1.654
SLE,feel pain - ankle(l),0.6438,1.5609
SLE,e 59 (5),0.1366,0.464
SLE,e 58 (6),0.1685,0.4249
SLE,feel pain - back of the neck,0.6499,3.3589
SLE,e 132 (3),0.1976,0.3118
SLE,non-restful sleep,0.5874,4.2598
SLE,e 136 (3),0.2427,0.2137
SLE,e 3,0.6054,2.0347
SLE,feel pain - dorsal aspect of the wrist(l),0.4466,0.3893
SLE,feel pain - palmar face of the wrist(r),0.3133,0.1861
SLE,feel pain - palmar face of the wrist(l),0.2021,0.0738
SLE,feel pain - shoulder(l),0.6406,0.8506
SLE,consulting because you have high blood pressure,0.5824,0.655
SLE,e 130 - red,0.972,1.8501
SLE,e 133 - cheek(r),0.6687,0.8674
SLE,e 133 - cheek(l),0.6623,0.8506
SLE,e 133 - nose,0.6661,0.8606
SLE,painful mouth ulcers or sores,0.6557,0.8335
SLE,feel pain - dorsal aspect of the wrist(r),0.5663,0.6407
SLE,feel pain - shoulder(r),0.6412,0.911
SLE,e 136 (2),0.2411,0.2122
SLE,e 132 (1),0.1886,0.3125
SLE,e 132 (2),0.1925,0.3118
SLE,e 136 (1),0.2436,0.2172
SLE,feel pain - knee(r),0.1198,0.0241
SLE,e 141,0.3401,0.2178
SLE,e 11,0.1002,0.0163
SLE,feel pain - knee(l),0.0686,0.0069
Acute laryngitis,live with 4 or more people,0.5976,2.8818
Acute laryngitis,pain,0.9993,20.388
Acute laryngitis,e 54 - sensitive,0.6659,8.6855
Acute laryngitis,e 56 (4),0.144,0.4581
Acute laryngitis,pain radiate to another location - nowhere,1.0,23.6038
Acute laryngitis,e 58 (3),0.138,0.3954
Acute laryngitis,e 59 (3),0.1667,0.4815
Acute laryngitis,smoking,0.5957,11.0741
Acute laryngitis,fever (either felt or measured with a thermometer),0.5483,9.051
Acute laryngitis,cough,0.5755,12.413
Acute laryngitis,e 204 - n,0.9704,3.0182
Acute laryngitis,e 56 (7),0.141,0.5221
Acute laryngitis,e 58 (7),0.1405,0.4903
Acute laryngitis,e 59 (2),0.1657,0.4978
Acute laryngitis,e 56 (5),0.1443,0.4589
Acute laryngitis,e 58 (2),0.1393,0.398
Acute laryngitis,e 58 (5),0.1453,0.4049
Acute laryngitis,e 59 (4),0.1635,0.4853
Acute laryngitis,attend or work in a daycare,0.6015,2.3282
Acute laryngitis,e 58 (4),0.1436,0.3967
Acute laryngitis,e 54 - burning,0.7754,7.083
Acute laryngitis,e 56 (6),0.1424,0.4696
Acute laryngitis,e 59 (1),0.1724,0.5038
Acute laryngitis,cold in the last 2 weeks,0.6648,3.7424
Acute laryngitis,feel pain - tonsil(r),0.6665,3.159
Acute laryngitis,feel pain - tonsil(l),0.6643,3.1485
Acute laryngitis,feel pain - thyroid cartilage,0.5106,1.7192
Acute laryngitis,feel pain - palace,0.6649,3.1344
Acute laryngitis,feel pain - pharynx,0.6459,3.4434
Acute laryngitis,e 56 (1),0.1412,0.3478
Acute laryngitis,e 56 (2),0.1417,0.466
Acute laryngitis,e 58 (8),0.1472,0.515
Acute laryngitis,e 59 (0),0.1657,0.751
Acute laryngitis,e 56 (3),0.1448,0.4716
Acute laryngitis,e 59 (5),0.166,0.464
Acute laryngitis,e 58 (6),0.1454,0.4249
Acute laryngitis,feel pain - under the jaw,0.6706,1.4394
Acute laryngitis,e 212,0.8608,2.5159
Acute laryngitis,feel pain - trachea,0.3998,0.3098
Unstable angina,significantly increased sweating,0.5265,4.5145
Unstable angina,pain,1.0,20.388
Unstable angina,e 54 - heavy,0.7222,6.7571
Unstable angina,e 56 (4),0.1431,0.4581
Unstable angina,e 58 (3),0.1416,0.3954
Unstable angina,e 59 (3),0.1415,0.4815
Unstable angina,smoking,0.7105,11.0741
Unstable angina,e 204 - n,0.9697,3.0182
Unstable angina,e 54 - exhausting,0.7442,5.0553
Unstable angina,e 56 (7),0.1404,0.5221
Unstable angina,e 58 (7),0.1432,0.4903
Unstable angina,feel like vomiting,0.55,5.387
Unstable angina,feel pain - lower chest,0.7226,6.3707
Unstable angina,feel pain - side of the chest(r),0.5208,5.4358
Unstable angina,feel pain - side of the chest(l),0.39,4.7443
Unstable angina,e 56 (5),0.1466,0.4589
Unstable angina,e 58 (2),0.1412,0.398
Unstable angina,e 59 (6),0.1458,0.4549
Unstable angina,addiction to alcohol,0.6275,6.2613
Unstable angina,e 58 (5),0.1424,0.4049
Unstable angina,e 59 (4),0.1399,0.4853
Unstable angina,e 58 (4),0.1447,0.3967
Unstable angina,e 56 (6),0.1429,0.4696
Unstable angina,feel pain - thyroid cartilage,0.0943,1.7192
Unstable angina,e 58 (8),0.1441,0.515
Unstable angina,shortness of breath or difficulty breathing in a significant way,0.6309,10.3715
Unstable angina,diabetes,0.7639,5.5862
Unstable angina,significantly overweight compared to people of the same height as you,0.7276,5.8498
Unstable angina,high blood pressure or do you take medications to treat high blood pressure,0.6772,5.0569
Unstable angina,angina (chest pain),0.8172,5.4348
Unstable angina,symptoms that are increased with physical exertion but alleviated with rest,0.718,5.004
Unstable angina,e 59 (9),0.1438,0.4846
Unstable angina,feel pain - epigastric,0.6741,5.699
Unstable angina,feel pain - upper chest,0.6761,5.3575
Unstable angina,feel pain - breast(r),0.6781,6.0427
Unstable angina,feel pain - breast(l),0.678,5.5486
Unstable angina,e 56 (8),0.142,0.5473
Unstable angina,e 59 (8),0.1441,0.5129
Unstable angina,e 56 (9),0.1438,0.5211
Unstable angina,e 54 - tedious,0.7206,5.599
Unstable angina,pain radiate to another location - biceps(l),0.7196,3.3038
Unstable angina,pain radiate to another location - triceps(r),0.117,0.2418
Unstable angina,pain radiate to another location - triceps(l),0.0537,0.1126
Unstable angina,pain radiate to another location - shoulder(r),0.7178,3.3027
Unstable angina,pain radiate to another location - shoulder(l),0.5788,2.2908
Unstable angina,e 59 (5),0.1398,0.464
Unstable angina,e 58 (6),0.1428,0.4249
Unstable angina,e 56 (10),0.1412,0.4343
Unstable angina,pain radiate to another location - thoracic spine,0.7161,5.2286
Unstable angina,non-restful sleep,0.5407,4.2598
Unstable angina,find that your symptoms have worsened over the last 2 weeks and that progressively less effort is required to cause the symptoms,0.6953,0.9389
Unstable angina,chest pain even at rest,0.6586,1.4329
Unstable angina,pain radiate to another location - thyroid cartilage,0.7267,2.8833
Unstable angina,pain radiate to another location - under the jaw,0.3872,0.8244
Unstable angina,pain radiate to another location - trachea,0.2206,0.2748
Unstable angina,close family members who had a cardiovascular disease problem before the age of 50,0.7668,2.8628
Unstable angina,pain radiate to another location - biceps(r),0.7212,3.314
Unstable angina,feel pain - shoulder(r),0.0562,0.911
Unstable angina,high cholesterol or do you take medications to treat high cholesterol,0.705,2.9053
Unstable angina,e 59 (7),0.1451,0.5638
Unstable angina,feel pain - biceps(l),0.1196,0.0685
Unstable angina,feel pain - thoracic spine,0.0731,0.0238
Unstable angina,"exercise regularly, 4 times per week or more",0.6562,1.6341
Unstable angina,feel pain - biceps(r),0.1465,0.111
Bronchiectasis,cough that produces colored or more abundant sputum than usual,0.8523,4.9588
Bronchiectasis,cough,0.7068,12.413
Bronchiectasis,e 204 - n,0.9675,3.0182
Bronchiectasis,e 118,0.6352,3.7898
Bronchiectasis,chronic obstructive pulmonary disease (copd),0.6584,4.6812
Bronchiectasis,asthma or have you ever had to use a bronchodilator in the past,0.5838,8.2922
Bronchiectasis,immunosuppressed,0.711,2.1992
Bronchiectasis,shortness of breath or difficulty breathing in a significant way,0.7162,10.3715
Bronchiectasis,e 45,0.5877,4.6275
Bronchiectasis,rheumatoid arthritis,0.6771,0.8897
Bronchiectasis,suffer from crohn’s disease or ulcerative colitis (uc),0.6708,0.8729
Bronchiectasis,cystic fibrosis,0.7956,1.2338
Bronchiectasis,of asian descent,0.1131,0.0213
Possible NSTEMI / STEMI,significantly increased sweating,0.6372,4.5145
Possible NSTEMI / STEMI,pain,1.0,20.388
Possible NSTEMI / STEMI,e 54 - heavy,0.7457,6.7571
Possible NSTEMI / STEMI,e 58 (3),0.1385,0.3954
Possible NSTEMI / STEMI,smoking,0.7454,11.0741
Possible NSTEMI / STEMI,e 204 - n,0.972,3.0182
Possible NSTEMI / STEMI,e 56 (7),0.1691,0.5221
Possible NSTEMI / STEMI,e 58 (7),0.1454,0.4903
Possible NSTEMI / STEMI,feel like vomiting,0.5989,5.387
Possible NSTEMI / STEMI,e 54 - sharp,0.7437,10.1932
Possible NSTEMI / STEMI,feel pain - lower chest,0.7398,6.3707
Possible NSTEMI / STEMI,feel pain - side of the chest(r),0.5553,5.4358
Possible NSTEMI / STEMI,feel pain - side of the chest(l),0.3854,4.7443
Possible NSTEMI / STEMI,e 56 (5),0.1673,0.4589
Possible NSTEMI / STEMI,e 58 (2),0.1426,0.398
Possible NSTEMI / STEMI,e 59 (6),0.1651,0.4549
Possible NSTEMI / STEMI,e 58 (5),0.1443,0.4049
Possible NSTEMI / STEMI,e 58 (4),0.1435,0.3967
Possible NSTEMI / STEMI,e 56 (6),0.1675,0.4696
Possible NSTEMI / STEMI,feel pain - thyroid cartilage,0.0762,1.7192
Possible NSTEMI / STEMI,e 58 (8),0.1444,0.515
Possible NSTEMI / STEMI,shortness of breath or difficulty breathing in a significant way,0.6661,10.3715
Possible NSTEMI / STEMI,diabetes,0.765,5.5862
Possible NSTEMI / STEMI,significantly overweight compared to people of the same height as you,0.6857,5.8498
Possible NSTEMI / STEMI,high blood pressure or do you take medications to treat high blood pressure,0.7227,5.0569
Possible NSTEMI / STEMI,angina (chest pain),0.7187,5.4348
Possible NSTEMI / STEMI,e 59 (9),0.1686,0.4846
Possible NSTEMI / STEMI,feel pain - epigastric,0.7018,5.699
Possible NSTEMI / STEMI,feel pain - upper chest,0.6995,5.3575
Possible NSTEMI / STEMI,feel pain - breast(r),0.6959,6.0427
Possible NSTEMI / STEMI,feel pain - breast(l),0.6976,5.5486
Possible NSTEMI / STEMI,e 56 (8),0.1653,0.5473
Possible NSTEMI / STEMI,e 59 (8),0.1695,0.5129
Possible NSTEMI / STEMI,e 56 (9),0.1671,0.5211
Possible NSTEMI / STEMI,e 54 - tedious,0.7392,5.599
Possible NSTEMI / STEMI,pain radiate to another location - biceps(l),0.7436,3.3038
Possible NSTEMI / STEMI,pain radiate to another location - triceps(r),0.0923,0.2418
Possible NSTEMI / STEMI,pain radiate to another location - shoulder(r),0.7398,3.3027
Possible NSTEMI / STEMI,pain radiate to another location - shoulder(l),0.5722,2.2908
Possible NSTEMI / STEMI,e 59 (5),0.166,0.464
Possible NSTEMI / STEMI,infected with the human immunodeficiency virus (hiv),0.669,1.5479
Possible NSTEMI / STEMI,e 58 (6),0.1413,0.4249
Possible NSTEMI / STEMI,e 56 (10),0.1637,0.4343
Possible NSTEMI / STEMI,e 54 - sickening,0.7441,3.0164
Possible NSTEMI / STEMI,pain radiate to another location - thoracic spine,0.7411,5.2286
Possible NSTEMI / STEMI,non-restful sleep,0.5568,4.2598
Possible NSTEMI / STEMI,pain radiate to another location - thyroid cartilage,0.7397,2.8833
Possible NSTEMI / STEMI,pain radiate to another location - under the jaw,0.3615,0.8244
Possible NSTEMI / STEMI,pain radiate to another location - trachea,0.1963,0.2748
Possible NSTEMI / STEMI,close family members who had a cardiovascular disease problem before the age of 50,0.5965,2.8628
Possible NSTEMI / STEMI,e 54 - scary,0.7431,1.3182
Possible NSTEMI / STEMI,pain radiate to another location - biceps(r),0.7431,3.314
Possible NSTEMI / STEMI,problem with poor circulation,0.7333,1.0459
Possible NSTEMI / STEMI,get full more quickly then usually,0.6399,2.8867
Possible NSTEMI / STEMI,former smoker,0.5908,1.8876
Possible NSTEMI / STEMI,e 59 (10),0.1661,0.409
Possible NSTEMI / STEMI,high cholesterol or do you take medications to treat high cholesterol,0.7521,2.9053
Possible NSTEMI / STEMI,e 59 (7),0.1647,0.5638
Possible NSTEMI / STEMI,feel pain - biceps(l),0.1011,0.0685
Possible NSTEMI / STEMI,feel pain - thoracic spine,0.0571,0.0238
Possible NSTEMI / STEMI,feel pain - biceps(r),0.1331,0.111
Chagas,pain,1.0,20.388
Chagas,e 54 - sensitive,0.5942,8.6855
Chagas,feel pain - forehead,0.5887,5.9043
Chagas,feel pain - temple(l),0.3462,2.0817
Chagas,e 56 (4),0.1432,0.4581
Chagas,pain radiate to another location - nowhere,1.0,23.6038
Chagas,e 58 (3),0.1119,0.3954
Chagas,e 59 (3),0.1437,0.4815
Chagas,fever (either felt or measured with a thermometer),0.6065,9.051
Chagas,e 204 - n,0.8375,3.0182
Chagas,swollen or painful lymph nodes,0.5296,2.4759
Chagas,diarrhea or an increase in stool frequency,0.5714,3.4266
Chagas,e 54 - exhausting,0.6069,5.0553
Chagas,feel pain - top of the head,0.5905,3.2727
Chagas,feel pain - temple(r),0.4608,2.7333
Chagas,e 56 (7),0.1421,0.5221
Chagas,e 58 (7),0.1104,0.4903
Chagas,e 59 (2),0.1448,0.4978
Chagas,feel like vomiting,0.5631,5.387
Chagas,e 54 - sharp,0.5427,10.1932
Chagas,e 56 (5),0.145,0.4589
Chagas,e 58 (2),0.1112,0.398
Chagas,e 59 (6),0.142,0.4549
Chagas,e 175,0.6385,2.9676
Chagas,feel pain - occiput,0.55,1.5068
Chagas,e 58 (5),0.1087,0.4049
Chagas,e 59 (4),0.1418,0.4853
Chagas,e 58 (4),0.1148,0.3967
Chagas,e 56 (6),0.141,0.4696
Chagas,e 59 (1),0.1418,0.5038
Chagas,e 58 (9),0.1053,0.4141
Chagas,e 54 - tugging,0.549,4.1004
Chagas,e 54 - a cramp,0.5495,3.7986
Chagas,e 204 - central america,0.056,0.0042
Chagas,e 56 (2),0.1484,0.466
Chagas,e 58 (8),0.1075,0.515
Chagas,e 59 (0),0.1441,0.751
Chagas,shortness of breath or difficulty breathing in a significant way,0.5724,10.3715
Chagas,e 204 - north america,0.0534,0.9775
Chagas,e 58 (10),0.1181,0.4175
Chagas,feel pain - iliac fossa(r),0.0665,1.7481
Chagas,feel pain - epigastric,0.2592,5.699
Chagas,e 56 (3),0.1442,0.4716
Chagas,e 56 (8),0.1362,0.5473
Chagas,e 54 - tedious,0.5973,5.599
Chagas,e 59 (5),0.142,0.464
Chagas,feel pain - flank(l),0.101,1.7209
Chagas,e 58 (6),0.1122,0.4249
Chagas,feel pain - back of the neck,0.6009,3.3589
Chagas,feel pain - flank(r),0.157,1.4761
Chagas,e 54 - a pulse,0.5988,1.3706
Chagas,e 152 - nowhere,1.0,1.9699
Chagas,e 174,0.5577,0.5997
Chagas,feel pain - back of head,0.5987,2.8334
Chagas,feel pain - cervical spine,0.5863,0.7807
Chagas,e 204 - south america,0.0531,0.0037
Localized edema,pain,1.0,20.388
Localized edema,e 54 - sensitive,0.6001,8.6855
Localized edema,e 54 - heavy,0.6009,6.7571
Localized edema,e 56 (4),0.1433,0.4581
Localized edema,pain radiate to another location - nowhere,1.0,23.6038
Localized edema,e 58 (3),0.1403,0.3954
Localized edema,e 59 (3),0.1402,0.4815
Localized edema,e 204 - n,0.9718,3.0182
Localized edema,e 56 (7),0.1452,0.5221
Localized edema,e 58 (7),0.1406,0.4903
Localized edema,e 59 (2),0.1439,0.4978
Localized edema,e 54 - sharp,0.601,10.1932
Localized edema,e 56 (5),0.1439,0.4589
Localized edema,e 58 (2),0.1436,0.398
Localized edema,e 59 (6),0.1439,0.4549
Localized edema,heart failure,0.7517,3.5963
Localized edema,e 58 (5),0.1439,0.4049
Localized edema,e 59 (4),0.1437,0.4853
Localized edema,e 58 (4),0.1446,0.3967
Localized edema,e 56 (6),0.142,0.4696
Localized edema,e 54 - tugging,0.6052,4.1004
Localized edema,e 56 (2),0.1415,0.466
Localized edema,e 58 (8),0.1444,0.515
Localized edema,known issue with one of your heart valves,0.6292,1.8662
Localized edema,e 56 (3),0.1417,0.4716
Localized edema,swelling in one or more areas of your body,1.0,6.9475
Localized edema,e 56 (8),0.1423,0.5473
Localized edema,e 59 (8),0.143,0.5129
Localized edema,e 54 - tedious,0.6102,5.599
Localized edema,feel pain - ankle(r),0.5987,1.654
Localized edema,feel pain - ankle(l),0.5981,1.5609
Localized edema,e 59 (5),0.1425,0.464
Localized edema,e 152 - ankle(r),0.7792,2.0029
Localized edema,take corticosteroids,0.638,1.3264
Localized edema,e 58 (6),0.1427,0.4249
Localized edema,currently taking or have you recently taken anti-inflammatory drugs (nsaids),0.5668,0.6198
Localized edema,feel pain - lateral side of the foot(r),0.2407,0.1064
Localized edema,feel pain - lateral side of the foot(l),0.1605,0.0453
Localized edema,feel pain - dorsal aspect of the foot(l),0.5517,0.5866
Localized edema,feel pain - sole(r),0.4572,0.3998
Localized edema,feel pain - sole(l),0.3477,0.228
Localized edema,e 109,0.5666,1.4346
Localized edema,e 137,0.751,1.0977
Localized edema,e 152 - ankle(l),0.7769,1.9991
Localized edema,e 152 - thigh(r),0.7774,1.1773
Localized edema,e 152 - thigh(l),0.7787,1.1813
Localized edema,e 152 - dorsal aspect of the foot(r),0.7788,1.1816
Localized edema,known kidney problem resulting in an inability to retain proteins,0.6667,0.8622
Localized edema,feel pain - thigh(l),0.6009,0.698
Localized edema,feel pain - dorsal aspect of the foot(r),0.6048,0.7073
Localized edema,e 96,0.6012,0.6987
Localized edema,liver cirrhosis,0.669,0.8682
Localized edema,e 152 - dorsal aspect of the foot(l),0.5537,0.591
Localized edema,e 158,0.5472,0.5769
Localized edema,feel pain - thigh(r),0.6006,0.6973
Localized edema,e 152 - lateral side of the foot(r),0.0627,0.0056
Localized edema,e 152 - sole(r),0.308,0.1775
Localized edema,e 152 - sole(l),0.1479,0.038
Localized edema,e 186,0.5995,0.6947
Localized edema,e 59 (7),0.1428,0.5638
Localized edema,feel pain - calf(l),0.0601,0.0253
Localized edema,take a calcium channel blockers (medication),0.601,0.6983
Localized edema,feel pain - calf(r),0.1019,0.0674
Sarcoidosis,pain,1.0,20.388
Sarcoidosis,e 54 - sensitive,0.5702,8.6855
Sarcoidosis,e 56 (4),0.1235,0.4581
Sarcoidosis,pain radiate to another location - nowhere,1.0,23.6038
Sarcoidosis,e 58 (3),0.0989,0.3954
Sarcoidosis,e 59 (3),0.1702,0.4815
Sarcoidosis,e 204 - n,0.9697,3.0182
Sarcoidosis,swollen or painful lymph nodes,0.6948,2.4759
Sarcoidosis,e 56 (7),0.1281,0.5221
Sarcoidosis,e 58 (7),0.0944,0.4903
Sarcoidosis,e 59 (2),0.1685,0.4978
Sarcoidosis,e 131 - n,1.0,13.3891
Sarcoidosis,e 132 (0),1.0,2.5805
Sarcoidosis,e 136 (0),1.0,6.0007
Sarcoidosis,e 54 - sharp,0.5453,10.1932
Sarcoidosis,e 56 (5),0.1254,0.4589
Sarcoidosis,e 58 (2),0.1014,0.398
Sarcoidosis,e 134 (0),1.0,2.6038
Sarcoidosis,e 135 - n,1.0,3.9451
Sarcoidosis,e 58 (5),0.1038,0.4049
Sarcoidosis,e 59 (4),0.1668,0.4853
Sarcoidosis,e 58 (4),0.1026,0.3967
Sarcoidosis,e 54 - burning,0.6538,7.083
Sarcoidosis,e 56 (6),0.1247,0.4696
Sarcoidosis,e 59 (1),0.1651,0.5038
Sarcoidosis,e 58 (9),0.1028,0.4141
Sarcoidosis,e 56 (1),0.1228,0.3478
Sarcoidosis,e 56 (2),0.1224,0.466
Sarcoidosis,e 58 (8),0.0974,0.515
Sarcoidosis,e 59 (0),0.1655,0.751
Sarcoidosis,shortness of breath or difficulty breathing in a significant way,0.6494,10.3715
Sarcoidosis,significantly overweight compared to people of the same height as you,0.7009,5.8498
Sarcoidosis,e 56 (3),0.1287,0.4716
Sarcoidosis,e 56 (8),0.1243,0.5473
Sarcoidosis,e 58 (1),0.0986,0.2877
Sarcoidosis,e 59 (5),0.1639,0.464
Sarcoidosis,e 58 (6),0.0989,0.4249
Sarcoidosis,feel pain - dorsal aspect of the wrist(l),0.084,0.3893
Sarcoidosis,feel pain - palmar face of the wrist(r),0.0502,0.1861
Sarcoidosis,feel pain - shoulder(l),0.1877,0.8506
Sarcoidosis,e 43,0.5708,0.6287
Sarcoidosis,feel pain - finger (ring finger)(r),0.5795,0.6484
Sarcoidosis,feel pain - finger (little finger)(r),0.4649,0.4137
Sarcoidosis,feel pain - finger (index)(r),0.5678,0.622
Sarcoidosis,feel pain - finger (index)(l),0.5718,0.631
Sarcoidosis,feel pain - finger (middle)(r),0.5689,0.6245
Sarcoidosis,e 74,0.5499,0.5827
Sarcoidosis,e 130 - na,1.0,2.1071
Sarcoidosis,e 133 - nowhere,1.0,2.1071
Sarcoidosis,work in agriculture,0.6014,1.3283
Sarcoidosis,feel pain - dorsal aspect of the wrist(r),0.1272,0.6407
Sarcoidosis,feel pain - shoulder(r),0.2584,0.911
Sarcoidosis,e 58 (0),0.1011,0.4857
Sarcoidosis,feel pain - finger (middle)(l),0.5681,0.6227
Sarcoidosis,feel pain - finger (little finger)(l),0.3646,0.2514
Sarcoidosis,vaginal discharge,0.431,0.3543
Sarcoidosis,feel pain - finger (ring finger)(l),0.5352,0.5514
Spontaneous rib fracture,pain,1.0,20.388
Spontaneous rib fracture,pain radiate to another location - nowhere,0.0899,23.6038
Spontaneous rib fracture,cough,0.6287,12.413
Spontaneous rib fracture,e 204 - n,0.9703,3.0182
Spontaneous rib fracture,e 56 (7),0.2014,0.5221
Spontaneous rib fracture,e 58 (7),0.2499,0.4903
Spontaneous rib fracture,e 54 - a knife stroke,0.718,9.5684
Spontaneous rib fracture,e 54 - sharp,0.705,10.1932
Spontaneous rib fracture,feel pain - lower chest,0.1752,6.3707
Spontaneous rib fracture,feel pain - side of the chest(r),0.6957,5.4358
Spontaneous rib fracture,feel pain - side of the chest(l),0.701,4.7443
Spontaneous rib fracture,feel pain - posterior chest wall(r),0.7116,3.7359
Spontaneous rib fracture,feel pain - posterior chest wall(l),0.712,3.3986
Spontaneous rib fracture,addiction to alcohol,0.676,6.2613
Spontaneous rib fracture,e 56 (6),0.2008,0.4696
Spontaneous rib fracture,e 58 (9),0.2496,0.4141
Spontaneous rib fracture,e 58 (8),0.2475,0.515
Spontaneous rib fracture,shortness of breath or difficulty breathing in a significant way,0.4316,10.3715
Spontaneous rib fracture,e 54 - haunting,0.7065,3.6621
Spontaneous rib fracture,e 54 - violent,0.7144,4.0309
Spontaneous rib fracture,e 58 (10),0.253,0.4175
Spontaneous rib fracture,e 59 (9),0.2458,0.4846
Spontaneous rib fracture,e 54 - heartbreaking,0.7165,3.06
Spontaneous rib fracture,feel pain - upper chest,0.1571,5.3575
Spontaneous rib fracture,feel pain - breast(r),0.6999,6.0427
Spontaneous rib fracture,feel pain - breast(l),0.5881,5.5486
Spontaneous rib fracture,e 56 (8),0.2031,0.5473
Spontaneous rib fracture,e 59 (8),0.2407,0.5129
Spontaneous rib fracture,pain that is increased when you breathe in deeply,0.9929,5.5419
Spontaneous rib fracture,e 56 (9),0.1957,0.5211
Spontaneous rib fracture,e 56 (10),0.199,0.4343
Spontaneous rib fracture,intense coughing fits,0.8434,2.8522
Spontaneous rib fracture,e 59 (10),0.2462,0.409
Spontaneous rib fracture,pain radiate to another location - posterior chest wall(l),0.703,2.6001
Spontaneous rib fracture,being treated for osteoporosis,0.7428,1.0735
Spontaneous rib fracture,pain that is increased with movement,0.9965,1.9456
Spontaneous rib fracture,e 59 (7),0.2673,0.5638
Spontaneous rib fracture,pain radiate to another location - posterior chest wall(r),0.7008,2.9546
Spontaneous rib fracture,metastatic cancer,0.6754,0.8851
GERD,pain,0.9948,20.388
GERD,e 54 - sensitive,0.7027,8.6855
GERD,e 56 (4),0.1449,0.4581
GERD,pain radiate to another location - nowhere,0.0682,23.6038
GERD,e 58 (3),0.1404,0.3954
GERD,e 59 (3),0.1402,0.4815
GERD,smoking,0.6695,11.0741
GERD,cough,0.6914,12.413
GERD,e 204 - n,0.9706,3.0182
GERD,e 56 (7),0.1388,0.5221
GERD,e 58 (7),0.1411,0.4903
GERD,e 59 (2),0.1437,0.4978
GERD,e 54 - a knife stroke,0.598,9.5684
GERD,feel pain - lower chest,0.4792,6.3707
GERD,e 56 (5),0.1384,0.4589
GERD,e 58 (2),0.144,0.398
GERD,e 59 (6),0.1438,0.4549
GERD,addiction to alcohol,0.604,6.2613
GERD,asthma or have you ever had to use a bronchodilator in the past,0.6694,8.2922
GERD,e 58 (5),0.1444,0.4049
GERD,e 59 (4),0.1442,0.4853
GERD,e 58 (4),0.1423,0.3967
GERD,e 54 - burning,0.7464,7.083
GERD,e 56 (6),0.1397,0.4696
GERD,e 59 (1),0.1383,0.5038
GERD,e 54 - tugging,0.6965,4.1004
GERD,e 140,0.3072,0.8535
GERD,e 58 (8),0.1386,0.515
GERD,e 59 (0),0.1486,0.751
GERD,significantly overweight compared to people of the same height as you,0.6014,5.8498
GERD,e 54 - haunting,0.5964,3.6621
GERD,feel pain - hypochondrium(r),0.4731,1.4309
GERD,feel pain - hypochondrium(l),0.6025,2.0952
GERD,feel pain - epigastric,0.7581,5.699
GERD,e 56 (3),0.1431,0.4716
GERD,feel pain - upper chest,0.451,5.3575
GERD,e 56 (8),0.1448,0.5473
GERD,e 56 (9),0.145,0.5211
GERD,e 59 (5),0.1412,0.464
GERD,e 217,0.6434,3.4495
GERD,e 58 (6),0.144,0.4249
GERD,e 54 - sickening,0.6979,3.0164
GERD,feel pain - belly,0.4745,2.2215
GERD,e 54 - scary,0.3748,1.3182
GERD,think you are pregnant or are you currently pregnant,0.3464,0.4381
GERD,pain radiate to another location - lower chest,0.7419,1.0709
GERD,hiatal hernia,0.6844,0.9093
GERD,"burning sensation that starts in your stomach then goes up into your throat, and can be associated with a bitter taste in your mouth",0.7475,1.0874
GERD,symptoms that get worse after eating,0.7457,1.0821
GERD,pain radiate to another location - upper chest,0.7439,1.0892
GERD,e 210,0.3106,1.1678
Bronchospasm / acute asthma exacerbation,cough,0.7728,12.413
Bronchospasm / acute asthma exacerbation,e 204 - n,0.9663,3.0182
Bronchospasm / acute asthma exacerbation,exposed to secondhand cigarette smoke on a daily basis,0.6215,3.0379
Bronchospasm / acute asthma exacerbation,asthma or have you ever had to use a bronchodilator in the past,0.9735,8.2922
Bronchospasm / acute asthma exacerbation,cold in the last 2 weeks,0.7808,3.7424
Bronchospasm / acute asthma exacerbation,more likely to develop common allergies than the general population,0.7313,5.018
Bronchospasm / acute asthma exacerbation,shortness of breath or difficulty breathing in a significant way,0.8493,10.3715
Bronchospasm / acute asthma exacerbation,family members who have asthma,0.6611,1.3347
Bronchospasm / acute asthma exacerbation,live in in a big city,0.5788,1.3644
Bronchospasm / acute asthma exacerbation,e 214,0.8631,5.3032
Bronchospasm / acute asthma exacerbation,e 101,0.7155,0.995
Bronchospasm / acute asthma exacerbation,e 119,0.739,1.0624
Bronchospasm / acute asthma exacerbation,2 or more asthma attacks in the past year,0.7729,1.1635
Acute COPD exacerbation / infection,cough that produces colored or more abundant sputum than usual,0.7257,4.9588
Acute COPD exacerbation / infection,smoking,0.8141,11.0741
Acute COPD exacerbation / infection,cough,0.7731,12.413
Acute COPD exacerbation / infection,e 204 - n,0.968,3.0182
Acute COPD exacerbation / infection,chronic obstructive pulmonary disease (copd),0.8234,4.6812
Acute COPD exacerbation / infection,e 125,0.8655,3.5721
Acute COPD exacerbation / infection,severe chronic obstructive pulmonary disease (copd),0.6636,1.9001
